name,Category,mrp,selling_price,offer_percentage,delivery_time(MIN),quantity,scrape_date,scrape_time,location,Delivery_Charges(Handelling+Delivery),Period,Climate,Surge_charges,Platform,mrp_range,sp_range,Stock
Amul Taaza Toned Milk,Milk,29,29.0,0,15,500 ml,2026-03-04,15:36:29,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,2026-03-04,15:36:43,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Amul Moti Toned Milk (90 Days Shelf Life),Milk,29,29.0,0,15,450 ml,2026-03-04,15:36:57,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Amul Buffalo A2 Milk,Milk,40,40.0,0,15,500 ml,2026-03-04,15:37:11,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,15,1 ltr,2026-03-04,15:37:25,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,15,200 g,2026-03-04,15:37:39,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,0,0.0,0,0,0.0,2026-03-04,15:37:52,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sneha Select Boneless Chicken Breast,Chicken,0,0.0,0,0,0.0,2026-03-04,15:38:06,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,0,0.0,0,0,0.0,2026-03-04,15:38:24,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Organically Grown Onion (Ulligadda),Vegetable,0,0.0,0,0,0.0,2026-03-04,15:38:37,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Organically Grown Tomato (Desi) (Tamata),Vegetable,36,29.0,19,15,500 g,2026-03-04,15:38:50,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,0,0.0,0,0,0.0,2026-03-04,15:39:04,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Hybrid Tomato (Tamatar),Vegetable,0,0.0,0,0,0.0,2026-03-04,15:39:17,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
FreshToHome Mutton Curry Cut,Meat,799,485.0,0,15,480 g,2026-03-04,15:39:30,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,0,0.0,0,0,0.0,2026-03-04,15:39:42,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Potato-(Bangala Dumpa),Vegetable,0,0.0,0,0,0.0,2026-03-04,15:39:56,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Oraganically Grown Potato,Vegetable,0,0.0,0,0,0.0,2026-03-04,15:40:09,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Orange Carrot,Vegetable,22,19.0,13,15,500 g,2026-03-04,15:40:22,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Oragincally Grown Carrot,Vegetable,0,0.0,0,0,0.0,2026-03-04,15:40:35,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,0,0.0,0,0,0.0,2026-03-04,15:40:49,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
"Organically Grown Green Cucumber (Khira, Kheera)",Vegetable,0,0.0,0,0,0.0,2026-03-04,15:41:03,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sneha Select Table White Eggs,Eggs,0,0.0,0,0,0.0,2026-03-04,15:41:17,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Hello Eggs Brown Eggs,Eggs,75,64.0,14,15,6 pcs,2026-03-04,15:41:30,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Licious White Protein Rich Eggs,Eggs,169,169.0,0,15,12 pcs,2026-03-04,15:41:44,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Small Shimla Apple,Fruit,131,109.0,16,15,500 g,2026-03-04,15:41:58,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,180,148.0,17,15,225 g,2026-03-04,15:42:10,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Granny Smith Apple - USA,Fruit,206,165.0,19,15,300 g,2026-03-04,15:42:24,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,201-300,101-200,true
Banana (Aratipandu),Fruit,33,27.0,18,15,3 pcs,2026-03-04,15:42:39,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,0,0.0,0,0,0.0,2026-03-04,15:42:53,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Nagpur - Orange (Narinja Pandu),Fruit,69,60.0,13,15,500 g,2026-03-04,15:43:07,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,43,36.0,16,12,200 g,2026-03-04,15:43:34,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,12,11.0,8,12,100 g,2026-03-04,15:43:48,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,32,25.0,21,12,400 g,2026-03-04,15:44:02,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,14,200 g,2026-03-05,15:28:58,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Heritage Nourish+ High Protein Paneer,Paneer,150,125.0,16,13,240 g,2026-03-05,15:29:11,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,13,500 ml,2026-03-05,15:29:24,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,13,500 ml,2026-03-05,15:29:37,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,13,500 ml,2026-03-05,15:29:50,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Heritage Sampurna A2 Buffalo Fresh Milk,Milk,50,46.0,8,13,500 ml,2026-03-05,15:30:06,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Amul Taaza Toned Milk,Milk,16,16.0,0,13,200 ml,2026-03-05,15:30:19,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,2026-03-05,15:30:32,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Amul Moti Toned Milk (90 Days Shelf Life),Milk,29,29.0,0,13,450 ml,2026-03-05,15:30:45,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Amul Buffalo A2 Milk,Milk,40,40.0,0,13,500 ml,2026-03-05,15:30:59,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,13,1 ltr,2026-03-05,15:31:13,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,13,200 g,2026-03-05,15:31:26,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,0,0.0,0,0,0.0,2026-03-05,15:31:39,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,13,500 g,2026-03-05,15:31:52,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,0,0.0,0,0,0.0,2026-03-05,15:32:06,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Organically Grown Onion (Ulligadda),Vegetable,0,0.0,0,0,0.0,2026-03-05,15:32:19,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Organically Grown Tomato (Desi) (Tamata),Vegetable,33,29.0,12,13,500 g,2026-03-05,15:32:32,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,0,0.0,0,0,0.0,2026-03-05,15:32:45,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Hybrid Tomato (Tamatar),Vegetable,0,0.0,0,0,0.0,2026-03-05,15:32:59,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
FreshToHome Mutton Curry Cut,Meat,549,485.0,0,13,480 g,2026-03-05,15:33:12,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,630,499.0,20,13,500 g,2026-03-05,15:33:24,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,500+,301-500,true
Potato-(Bangala Dumpa),Vegetable,0,0.0,0,0,0.0,2026-03-05,15:33:38,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Oraganically Grown Potato,Vegetable,0,0.0,0,0,0.0,2026-03-05,15:33:51,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Orange Carrot,Vegetable,25,20.0,20,13,500 g,2026-03-05,15:34:04,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Oragincally Grown Carrot,Vegetable,0,0.0,0,0,0.0,2026-03-05,15:34:16,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,0,0.0,0,0,0.0,2026-03-05,15:34:30,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
"Organically Grown Green Cucumber (Khira, Kheera)",Vegetable,0,0.0,0,0,0.0,2026-03-05,15:34:43,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sneha Select Table White Eggs,Eggs,70,42.0,40,13,6 pcs,2026-03-05,15:34:56,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,75,64.0,14,13,6 pcs,2026-03-05,15:35:08,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Licious White Protein Rich Eggs,Eggs,169,153.0,9,14,12 pcs,2026-03-05,15:35:21,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Small Shimla Apple,Fruit,147,125.0,14,14,500 g,2026-03-05,15:35:35,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,180,148.0,17,14,225 g,2026-03-05,15:35:50,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Granny Smith Apple - USA,Fruit,202,165.0,18,14,300 g,2026-03-05,15:36:04,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,201-300,101-200,true
Banana (Aratipandu),Fruit,34,27.0,20,14,3 pcs,2026-03-05,15:36:17,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,0,0.0,0,0,0.0,2026-03-05,15:36:30,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Nagpur - Orange (Narinja Pandu),Fruit,74,59.0,20,14,500 g,2026-03-05,15:36:44,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,43,36.0,16,14,200 g,2026-03-05,15:37:11,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,14,11.0,21,14,100 g,2026-03-05,15:37:25,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,31,25.0,19,14,400 g,2026-03-05,15:37:39,KPHB colony,36.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,18,200 g,2026-03-05,17:10:42,KPHB colony,36.0,Evening,clear,No,Blinkit,101-200,101-200,true
Heritage Nourish+ High Protein Paneer,Paneer,150,125.0,16,18,240 g,2026-03-05,17:10:57,KPHB colony,36.0,Evening,clear,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,32,32.0,0,18,500 ml,2026-03-05,17:11:10,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,18,500 ml,2026-03-05,17:11:24,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,18,500 ml,2026-03-05,17:11:37,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,63.0,0,20,500 ml,2026-03-05,17:11:51,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Amul Taaza Toned Milk,Milk,16,16.0,0,20,200 ml,2026-03-05,17:12:05,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,44,44.0,0,20,500 ml,2026-03-05,17:12:18,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,20,1 ltr,2026-03-05,17:12:32,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Amul Buffalo Milk,Milk,59,51.0,13,20,450 ml,2026-03-05,17:12:45,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,20,1 ltr,2026-03-05,17:12:59,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,20,200 g,2026-03-05,17:13:12,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,159,159.0,0,20,450 g,2026-03-05,17:13:25,KPHB colony,36.0,Evening,clear,No,Blinkit,101-200,101-200,true
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,20,500 g,2026-03-05,17:13:39,KPHB colony,36.0,Evening,clear,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,160,160.0,0,20,450 g,2026-03-05,17:13:52,KPHB colony,36.0,Evening,clear,No,Blinkit,101-200,101-200,true
Organically Grown Onion (Ulligadda),Vegetable,42,35.0,16,20,500 g,2026-03-05,17:14:04,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Organically Grown Tomato (Desi),Vegetable,36,29.0,19,20,500 g,2026-03-05,17:14:17,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,25,17.0,32,20,500 g,2026-03-05,17:14:30,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Hybrid Tomato (Tamatar),Vegetable,28,18.0,35,20,500 g,2026-03-05,17:14:44,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
FreshToHome Mutton Curry Cut,Meat,630,499.0,20,20,500 g,2026-03-05,17:14:56,KPHB colony,36.0,Evening,clear,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,630,499.0,20,20,500 g,2026-03-05,17:15:09,KPHB colony,36.0,Evening,clear,No,Blinkit,500+,301-500,true
Potato (Bangala Dumpa),Vegetable,29,24.0,17,19,500 g,2026-03-05,17:15:22,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Oraganically Grown Potato,Vegetable,70,59.0,15,19,1 kg,2026-03-05,17:15:34,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Orange Carrot,Vegetable,25,20.0,20,19,500 g,2026-03-05,17:15:48,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Beetroot,Vegetable,0,0.0,0,0,0.0,2026-03-05,17:16:05,KPHB colony,0.0,Evening,clear,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,29,24.0,17,18,500 g,2026-03-05,17:16:20,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
English Cucumber,Vegetable,27,22.0,18,18,500 g,2026-03-05,17:16:34,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Sneha Select Table White Eggs,Eggs,70,42.0,40,18,6 pcs,2026-03-05,17:16:48,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,75,64.0,14,18,6 pcs,2026-03-05,17:17:01,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Licious White Protein Rich Egg,Eggs,85,77.0,9,18,6 pcs,2026-03-05,17:17:15,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Shimla Apple,Fruit,162,127.0,21,18,500 g,2026-03-05,17:17:28,KPHB colony,36.0,Evening,clear,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,187,148.0,20,18,225 g,2026-03-05,17:17:42,KPHB colony,36.0,Evening,clear,No,Blinkit,101-200,101-200,true
Granny Smith Apple,Fruit,202,165.0,18,19,300 g,2026-03-05,17:17:55,KPHB colony,36.0,Evening,clear,No,Blinkit,201-300,101-200,true
Banana (Aratipandu),Fruit,31,27.0,12,19,3 pcs,2026-03-05,17:18:09,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,39,31.0,20,19,3 pcs,2026-03-05,17:18:22,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Nagpur - Orange,Fruit,71,59.0,16,19,500 g,2026-03-05,17:18:36,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Mini Orange (Imported),Fruit,65,57.0,12,19,200 g,2026-03-05,17:18:49,KPHB colony,36.0,Evening,clear,No,Blinkit,51-100,51-100,true
Lemon (Nimakaya),Vegetable,45,36.0,20,18,200 g,2026-03-05,17:19:02,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,13,11.0,15,18,100 g,2026-03-05,17:19:16,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,32,25.0,21,18,400 g,2026-03-05,17:19:29,KPHB colony,36.0,Evening,clear,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,115,101.0,12,12,200 g,2026-03-06,15:08:16,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Heritage Nourish+ High Protein Paneer,Paneer,0,0.0,0,0,0.0,2026-03-06,15:08:28,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Heritage Daily Health Toned Milk,Milk,0,0.0,0,0,0.0,2026-03-06,15:08:40,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Heritage Full Cream Milk,Milk,42,42.0,0,12,500 ml,2026-03-06,15:08:52,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,12,500 ml,2026-03-06,15:09:04,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Heritage Sampurna A2 Buffalo Fresh Milk,Milk,0,0.0,0,0,0.0,2026-03-06,15:09:17,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Amul Taaza Toned Milk,Milk,0,0.0,0,0,0.0,2026-03-06,15:09:29,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sids Farm Cow Milk,Milk,0,0.0,0,0,0.0,2026-03-06,15:09:42,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Amul Moti Toned Milk (90 Days Shelf Life),Milk,0,0.0,0,0,0.0,2026-03-06,15:09:54,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Amul Buffalo A2 Milk,Milk,0,0.0,0,0,0.0,2026-03-06,15:10:06,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,12,1 ltr,2026-03-06,15:10:19,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,12,200 g,2026-03-06,15:10:31,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
FreshtoHome Chicken - Skinless Curry Cut,Chicken,0,0.0,0,0,0.0,2026-03-06,15:10:43,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sneha Select Boneless Chicken Breast,Chicken,230,225.0,0,12,500 g,2026-03-06,15:10:55,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,201-300,201-300,true
Super Cool Frozen Skinless Chicken Drumsticksonions(Ulligadda),Chicken,0,0.0,0,0,0.0,2026-03-06,15:11:08,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Organically Grown Onion (Ulligadda),Vegetable,0,0.0,0,0,0.0,2026-03-06,15:11:19,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Organically Grown Tomato (Desi) (Tamata),Vegetable,37,29.0,21,12,500 g,2026-03-06,15:11:31,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Desi Tomato (Tamatar),Vegetable,0,0.0,0,0,0.0,2026-03-06,15:11:43,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Hybrid Tomato (Tamatar),Vegetable,0,0.0,0,0,0.0,2026-03-06,15:11:56,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
FreshToHome Mutton Curry Cut,Meat,549,485.0,11,12,480 g,2026-03-06,15:12:07,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,500+,301-500,true
Premier Mutton Curry Cut,Meat,630,499.0,20,13,500 g,2026-03-06,15:12:18,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,500+,301-500,true
Potato-(Bangala Dumpa),Vegetable,0,0.0,0,0,0.0,2026-03-06,15:12:31,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Oraganically Grown Potato,Vegetable,0,0.0,0,0,0.0,2026-03-06,15:12:42,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Orange Carrot,Vegetable,23,20.0,13,13,500 g,2026-03-06,15:12:55,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Oragincally Grown Carrot,Vegetable,0,0.0,0,0,0.0,2026-03-06,15:13:07,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Green Cucumber (Kheera),Vegetable,0,0.0,0,0,0.0,2026-03-06,15:13:20,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
"Organically Grown Green Cucumber (Khira, Kheera)",Vegetable,0,0.0,0,0,0.0,2026-03-06,15:13:33,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Sneha Select Table White Eggs,Eggs,70,43.0,38,13,6 pcs,2026-03-06,15:13:45,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,51-100,0-50,true
Hello Eggs Brown Eggs,Eggs,75,64.0,14,13,6 pcs,2026-03-06,15:13:58,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,51-100,51-100,true
Licious White Protein Rich Eggs,Eggs,169,153.0,9,13,12 pcs,2026-03-06,15:14:16,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Small Shimla Apple,Fruit,152,129.0,0,13,500 g,2026-03-06,15:14:32,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Red Delicious Apple - Imported,Fruit,183,148.0,19,13,225 g,2026-03-06,15:14:44,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Granny Smith Apple - USA,Fruit,191,165.0,13,13,300 g,2026-03-06,15:14:56,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,101-200,101-200,true
Banana (Aratipandu),Fruit,29,23.0,20,13,3 pcs,2026-03-06,15:15:08,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Raw Banana (Aratipandu),Fruit,0,0.0,0,0,0.0,2026-03-06,15:15:21,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Nagpur - Orange,Fruit,0,0.0,0,0,0.0,2026-03-06,15:15:33,KPHB colony,0.0,Afternoon,sunny,No,Blinkit,,0-50,false
Lemon (Nimakaya),Vegetable,48,38.0,20,13,200 g,2026-03-06,15:15:57,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Green Chilli (Mirapakaya),Vegetable,14,11.0,21,13,100 g,2026-03-06,15:16:10,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Bottle Gourd (Sorakaya),Vegetable,32,25.0,21,13,400 g,2026-03-06,15:16:22,KPHB colony,35.0,Afternoon,sunny,No,Blinkit,0-50,0-50,true
Heritage Fresh Paneer,Paneer,92,92.0,0,13,200 g,2026-03-04,23:21:28,KPHB colony,36.0,Night,clear,No,Blinkit,51-100,51-100,true
Heritage Nourish+ High Protein Paneer,Paneer,150,125.0,16,13,240 g,2026-03-04,23:21:41,KPHB colony,36.0,Night,clear,No,Blinkit,101-200,101-200,true
Heritage Daily Health Toned Milk,Milk,33,31.0,6,13,450 ml,2026-03-04,23:21:54,KPHB colony,36.0,Night,clear,No,Blinkit,0-50,0-50,true
Heritage Full Cream Milk,Milk,42,42.0,0,13,500 ml,2026-03-04,23:22:07,KPHB colony,36.0,Night,clear,No,Blinkit,0-50,0-50,true
Arokya Full Cream Milk,Milk,42,42.0,0,13,500 ml,2026-03-04,23:22:21,KPHB colony,36.0,Night,clear,No,Blinkit,0-50,0-50,true
Sids Farm Buffalo A2 Milk,Milk,63,63.0,0,13,500 ml,2026-03-04,23:22:35,KPHB colony,36.0,Night,clear,No,Blinkit,51-100,51-100,true
Amul Taaza Toned Milk,Milk,16,16.0,0,13,200 ml,2026-03-04,23:22:49,KPHB colony,36.0,Night,clear,No,Blinkit,0-50,0-50,true
Sids Farm Cow Milk,Milk,44,44.0,0,13,500 ml,2026-03-04,23:23:03,KPHB colony,36.0,Night,clear,No,Blinkit,0-50,0-50,true
Amul Gold Homogenised Standardised,Milk,80,80.0,0,13,1 ltr,2026-03-04,23:23:17,KPHB colony,36.0,Night,clear,No,Blinkit,51-100,51-100,true
Amul Buffalo Milk,Milk,40,40.0,0,13,500 ml,2026-03-04,23:23:31,KPHB colony,36.0,Night,clear,No,Blinkit,0-50,0-50,true
Amul Taaza Homogenised Toned Milk,Milk,75,75.0,0,13,1 ltr,2026-03-04,23:23:45,KPHB colony,36.0,Night,clear,No,Blinkit,51-100,51-100,true
Amul Fresh Malai Paneer,Paneer,94,94.0,0,14,200 g,2026-03-04,23:23:59,KPHB colony,36.0,Night,clear,No,Blinkit,51-100,51-100,true
